count,wgs_lng,wgs_lat,time
1.0,113.32518881876673,23.143951037062674,2018-10-03-19-00-30
1.0,113.32543830571423,23.14395056036477,2018-10-03-19-00-30
1.0,113.3256877928936,23.143950083802558,2018-10-03-19-00-30
1.0,113.32593728031807,23.143949607388397,2018-10-03-19-00-30
6.0,113.32618676800115,23.143949131134626,2018-10-03-19-00-30
1.0,113.32693523273586,23.14394770345937,2018-10-03-19-00-30
1.0,113.32743421076417,23.143946752704547,2018-10-03-19-00-30
1.0,113.32918064524416,23.143943433101484,2018-10-03-19-00-30
1.0,113.329430137508,23.143942960058123,2018-10-03-19-00-30
2.0,113.32992912338743,23.14394201498423,2018-10-03-19-00-30
2.0,113.33042811115853,23.143941071343132,2018-10-03-19-00-30
1.0,113.33067760578687,23.14394060009075,2018-10-03-19-00-30
2.0,113.33092710092824,23.14394012923361,2018-10-03-19-00-30
1.0,113.33117659659607,23.143939658784053,2018-10-03-19-00-30
1.0,113.33292308213228,23.14393637808479,2018-10-03-19-00-30
1.0,113.33317258249208,23.143935911339497,2018-10-03-19-00-30
1.0,113.33342208349843,23.143935445112614,2018-10-03-19-00-30
1.0,113.33367158516458,23.143934979416443,2018-10-03-19-00-30
2.0,113.33392108750385,23.14393451426324,2018-10-03-19-00-30
1.0,113.33417059052955,23.143934049665283,2018-10-03-19-00-30
2.0,113.33442009425494,23.14393358563485,2018-10-03-19-00-30
1.0,113.33466959869335,23.14393312218418,2018-10-03-19-00-30
2.0,113.33491910385797,23.14393265932554,2018-10-03-19-00-30
1.0,113.33541811641912,23.143931735433284,2018-10-03-19-00-30
1.0,113.33566762384213,23.14393127442411,2018-10-03-19-00-30
1.0,113.33616664103913,23.143930354340785,2018-10-03-19-00-30
1.0,113.33666566145894,23.143929436918807,2018-10-03-19-00-30
1.0,113.33691517291035,23.143928979236268,2018-10-03-19-00-30
1.0,113.33716468520706,23.143928522255603,2018-10-03-19-00-30
1.0,113.33741419836224,23.143928065988945,2018-10-03-19-00-30
1.0,113.32468982851972,23.14420189177734,2018-10-03-19-00-30
1.0,113.32493931504284,23.14420141484511,2018-10-03-19-00-30
1.0,113.32518880177095,23.144200938023854,2018-10-03-19-00-30
1.0,113.32543828871748,23.144200461325912,2018-10-03-19-00-30
1.0,113.32593726331929,23.14419950834945,2018-10-03-19-00-30
9.0,113.32618675100136,23.144199032095642,2018-10-03-19-00-30
1.0,113.32643623895542,23.144198556014594,2018-10-03-19-00-30
1.0,113.32668572719484,23.14419808011868,2018-10-03-19-00-30
1.0,113.32718470458336,23.14419712893169,2018-10-03-19-00-30
2.0,113.3274341937593,23.14419665366536,2018-10-03-19-00-30
2.0,113.32793317314146,23.144195703848826,2018-10-03-19-00-30
1.0,113.3291806282323,23.144193334062,2018-10-03-19-00-30
1.0,113.32943012049509,23.144192861018595,2018-10-03-19-00-30
2.0,113.32967961320404,23.14419238830868,2018-10-03-19-00-30
5.0,113.32992910637256,23.14419191594462,2018-10-03-19-00-30
3.0,113.33017860001394,23.144191443938755,2018-10-03-19-00-30
2.0,113.33042809414164,23.14419097230344,2018-10-03-19-00-30
1.0,113.33092708390936,23.14419003019384,2018-10-03-19-00-30
1.0,113.33192506986872,23.144188150964197,2018-10-03-19-00-30
1.0,113.33242406627406,23.14418721404141,2018-10-03-19-00-30
1.0,113.33267356537979,23.14418674629613,2018-10-03-19-00-30
1.0,113.33292306510546,23.144186279044682,2018-10-03-19-00-30
1.0,113.33342206646964,23.14418534607243,2018-10-03-19-00-30
1.0,113.3336715681348,23.14418488037621,2018-10-03-19-00-30
1.0,113.33417057349779,23.144183950624967,2018-10-03-19-00-30
2.0,113.33442007722219,23.144183486594486,2018-10-03-19-00-30
1.0,113.33491908682328,23.144182560285106,2018-10-03-19-00-30
1.0,113.3354180993825,23.144181636392755,2018-10-03-19-00-30
1.0,113.33691515586789,23.144178880195497,2018-10-03-19-00-30
1.0,113.33716466816362,23.144178423214782,2018-10-03-19-00-30
1.0,113.33741418131784,23.14417796694809,2018-10-03-19-00-30
2.0,113.32643622195444,23.14444845700835,2018-10-03-19-00-30
1.0,113.32718468757939,23.144447029925328,2018-10-03-19-00-30
1.0,113.3276836662682,23.144446079627162,2018-10-03-19-00-30
1.0,113.32793315613443,23.14444560484233,2018-10-03-19-00-30
1.0,113.32943010348205,23.144442762011856,2018-10-03-19-00-30
1.0,113.32967959618999,23.144442289301907,2018-10-03-19-00-30
8.0,113.32992908935749,23.1444418169378,2018-10-03-19-00-30
1.0,113.33067757175093,23.144440402044072,2018-10-03-19-00-30
1.0,113.33292304807848,23.14443618003736,2018-10-03-19-00-30
1.0,113.33367155110486,23.144434781368762,2018-10-03-19-00-30
1.0,113.33392105344214,23.144434316215477,2018-10-03-19-00-30
2.0,113.3344200601893,23.144433387586922,2018-10-03-19-00-30
3.0,113.33491906978844,23.14443246127745,2018-10-03-19-00-30
1.0,113.33516857569064,23.14443199902298,2018-10-03-19-00-30
1.0,113.33716465112002,23.144428324206746,2018-10-03-19-00-30
1.0,113.32518876777895,23.144700740044602,2018-10-03-19-00-30
1.0,113.32693518172688,23.14469740644044,2018-10-03-19-00-30
1.0,113.329180594208,23.144693136081443,2018-10-03-19-00-30
