count,wgs_lng,wgs_lat,time
1.0,113.32493933203757,23.143951513883888,2018-10-02-23-00-20
1.0,113.32518881876672,23.143951037062667,2018-10-02-23-00-20
1.0,113.32543830571424,23.143950560364775,2018-10-02-23-00-20
1.0,113.32568779289359,23.14395008380256,2018-10-02-23-00-20
1.0,113.32593728031809,23.143949607388393,2018-10-02-23-00-20
1.0,113.32718472158722,23.14394722797085,2018-10-02-23-00-20
1.0,113.32743421076417,23.14394675270455,2018-10-02-23-00-20
1.0,113.32818268038238,23.143945328362673,2018-10-02-23-00-20
1.0,113.32918064524415,23.143943433101484,2018-10-02-23-00-20
1.0,113.32943013750798,23.14394296005812,2018-10-02-23-00-20
1.0,113.32967963021795,23.14394248734825,2018-10-02-23-00-20
2.0,113.32992912338744,23.14394201498423,2018-10-02-23-00-20
1.0,113.33017861702983,23.143941542978407,2018-10-02-23-00-20
2.0,113.33042811115853,23.143941071343132,2018-10-02-23-00-20
2.0,113.33067760578687,23.14394060009075,2018-10-02-23-00-20
2.0,113.33092710092825,23.14394012923361,2018-10-02-23-00-20
2.0,113.33117659659607,23.143939658784046,2018-10-02-23-00-20
1.0,113.33142609280364,23.14393918875439,2018-10-02-23-00-20
1.0,113.33167558956437,23.143938719156978,2018-10-02-23-00-20
1.0,113.33192508689157,23.143938250004137,2018-10-02-23-00-20
1.0,113.33217458479862,23.143937781308182,2018-10-02-23-00-20
2.0,113.33242408329887,23.143937313081434,2018-10-02-23-00-20
3.0,113.33267358240565,23.1439368453362,2018-10-02-23-00-20
3.0,113.33292308213228,23.14393637808479,2018-10-02-23-00-20
2.0,113.3331725824921,23.143935911339497,2018-10-02-23-00-20
3.0,113.33342208349843,23.143935445112618,2018-10-02-23-00-20
3.0,113.33367158516458,23.14393497941644,2018-10-02-23-00-20
3.0,113.33392108750384,23.143934514263236,2018-10-02-23-00-20
3.0,113.33417059052954,23.143934049665283,2018-10-02-23-00-20
3.0,113.33442009425494,23.143933585634848,2018-10-02-23-00-20
1.0,113.33466959869334,23.143933122184183,2018-10-02-23-00-20
1.0,113.33491910385798,23.14393265932554,2018-10-02-23-00-20
1.0,113.33516860976216,23.143932197071162,2018-10-02-23-00-20
1.0,113.33541811641913,23.143931735433277,2018-10-02-23-00-20
1.0,113.33591713204439,23.14393081405588,2018-10-02-23-00-20
2.0,113.33641615083957,23.143929895291038,2018-10-02-23-00-20
1.0,113.33666566145891,23.143929436918803,2018-10-02-23-00-20
1.0,113.33691517291034,23.14392897923627,2018-10-02-23-00-20
1.0,113.33716468520706,23.1439285222556,2018-10-02-23-00-20
1.0,113.337663712389,23.143927610448454,2018-10-02-23-00-20
1.0,113.32468982851972,23.14420189177734,2018-10-02-23-00-20
1.0,113.32593726331929,23.14419950834945,2018-10-02-23-00-20
1.0,113.32618675100136,23.14419903209564,2018-10-02-23-00-20
1.0,113.32718470458337,23.144197128931694,2018-10-02-23-00-20
1.0,113.32743419375932,23.144196653665357,2018-10-02-23-00-20
1.0,113.3276836832742,23.14419617863361,2018-10-02-23-00-20
1.0,113.32793317314146,23.144195703848823,2018-10-02-23-00-20
1.0,113.3284321539867,23.144194755069577,2018-10-02-23-00-20
1.0,113.32868164499148,23.14419428109985,2018-10-02-23-00-20
1.0,113.32893113640219,23.144193807426536,2018-10-02-23-00-20
1.0,113.32967961320405,23.144192388308685,2018-10-02-23-00-20
1.0,113.32992910637255,23.14419191594462,2018-10-02-23-00-20
1.0,113.33017860001394,23.144191443938755,2018-10-02-23-00-20
1.0,113.33042809414164,23.14419097230344,2018-10-02-23-00-20
1.0,113.33067758876898,23.14419050105102,2018-10-02-23-00-20
1.0,113.33117657957618,23.14418955974423,2018-10-02-23-00-20
2.0,113.33142607578277,23.144189089714533,2018-10-02-23-00-20
1.0,113.3316755725425,23.14418862011708,2018-10-02-23-00-20
2.0,113.33192506986872,23.144188150964197,2018-10-02-23-00-20
2.0,113.33217456777477,23.1441876822682,2018-10-02-23-00-20
1.0,113.3326735653798,23.144186746296135,2018-10-02-23-00-20
1.0,113.33317256546428,23.144185812299348,2018-10-02-23-00-20
1.0,113.33367156813479,23.14418488037621,2018-10-02-23-00-20
1.0,113.33417057349779,23.14418395062497,2018-10-02-23-00-20
1.0,113.3344200772222,23.144183486594493,2018-10-02-23-00-20
1.0,113.3351685927265,23.14418209803068,2018-10-02-23-00-20
1.0,113.3354180993825,23.144181636392755,2018-10-02-23-00-20
1.0,113.3359171150058,23.144180715015278,2018-10-02-23-00-20
1.0,113.32493929804792,23.14445131583911,2018-10-02-23-00-20
1.0,113.32593724632034,23.144449409343284,2018-10-02-23-00-20
1.0,113.32718468757938,23.144447029925328,2018-10-02-23-00-20
1.0,113.3274341767543,23.14444655465895,2018-10-02-23-00-20
1.0,113.32793315613443,23.14444560484233,2018-10-02-23-00-20
1.0,113.32967959618999,23.144442289301903,2018-10-02-23-00-20
1.0,113.33067757175093,23.144440402044072,2018-10-02-23-00-20
1.0,113.33092706689031,23.144439931186845,2018-10-02-23-00-20
1.0,113.33117656255614,23.144439460737196,2018-10-02-23-00-20
1.0,113.3326735483538,23.144436647288856,2018-10-02-23-00-20
1.0,113.33292304807847,23.14443618003736,2018-10-02-23-00-20
1.0,113.33317254843631,23.144435713291987,2018-10-02-23-00-20
1.0,113.3344200601893,23.14443338758692,2018-10-02-23-00-20
1.0,113.33491906978844,23.144432461277447,2018-10-02-23-00-20
1.0,113.33516857569066,23.14443199902298,2018-10-02-23-00-20
1.0,113.33541808234568,23.144431537385014,2018-10-02-23-00-20
1.0,113.33616660695982,23.144430156292277,2018-10-02-23-00-20
1.0,113.33716465112002,23.14442832420675,2018-10-02-23-00-20
1.0,113.32568774189974,23.14469978678425,2018-10-02-23-00-20
1.0,113.32618671700126,23.144698834116067,2018-10-02-23-00-20
1.0,113.327683649262,23.144695980653545,2018-10-02-23-00-20
1.0,113.32943008646882,23.14469266303795,2018-10-02-23-00-20
1.0,113.3306775547327,23.144690303069957,2018-10-02-23-00-20
1.0,113.33117654553593,23.144689361763003,2018-10-02-23-00-20
1.0,113.33142604174051,23.144688891733225,2018-10-02-23-00-20
1.0,113.33242403222383,23.144687016059766,2018-10-02-23-00-20
1.0,113.33267353132763,23.14468654831441,2018-10-02-23-00-20
1.0,113.33367153407472,23.144684682394146,2018-10-02-23-00-20
1.0,113.3346695475917,23.144682825161393,2018-10-02-23-00-20
1.0,113.3349190527534,23.144682362302625,2018-10-02-23-00-20
1.0,113.33516855865466,23.14468190004812,2018-10-02-23-00-20
2.0,113.3354180653087,23.14468143841011,2018-10-02-23-00-20
1.0,113.33566757272877,23.14468097740082,2018-10-02-23-00-20
1.0,113.33766366125242,23.144677313424157,2018-10-02-23-00-20
1.0,113.32593721232192,23.14494921142952,2018-10-02-23-00-20
1.0,113.32618670000096,23.14494873517559,2018-10-02-23-00-20
1.0,113.32643618795198,23.14494825909442,2018-10-02-23-00-20
1.0,113.32668567618836,23.144947783198383,2018-10-02-23-00-20
1.0,113.32718465357085,23.14494683201115,2018-10-02-23-00-20
1.0,113.32743414274377,23.144946356744686,2018-10-02-23-00-20
1.0,113.32943006945543,23.144942564096933,2018-10-02-23-00-20
1.0,113.32992905532687,23.14494161902271,2018-10-02-23-00-20
1.0,113.33167552147589,23.144938323194296,2018-10-02-23-00-20
