count,wgs_lng,wgs_lat,time
1.0,113.32992912338743,23.14394201498423,2018-10-04-06-00-20
1.0,113.33516860976215,23.143932197071162,2018-10-04-06-00-20
1.0,113.33641615083955,23.143929895291038,2018-10-04-06-00-20
1.0,113.32518880177095,23.144200938023854,2018-10-04-06-00-20
1.0,113.32718470458336,23.14419712893169,2018-10-04-06-00-20
1.0,113.32768368327422,23.14419617863361,2018-10-04-06-00-20
1.0,113.33392105344214,23.144434316215477,2018-10-04-06-00-20
1.0,113.33491906978844,23.14443246127745,2018-10-04-06-00-20
1.0,113.3354180823457,23.14443153738501,2018-10-04-06-00-20
1.0,113.33566758976671,23.14443107637577,2018-10-04-06-00-20
1.0,113.32992907234228,23.14469171796381,2018-10-04-06-00-20
1.0,113.3306775547327,23.144690303069957,2018-10-04-06-00-20
1.0,113.33117654553593,23.144689361763007,2018-10-04-06-00-20
1.0,113.33392103641104,23.14468421724082,2018-10-04-06-00-20
1.0,113.33042804308997,23.144940675381278,2018-10-04-06-00-20
1.0,113.33491903571822,23.14493226336069,2018-10-04-06-00-20
1.0,113.33566755569063,23.144930878458762,2018-10-04-06-00-20
1.0,113.33267349727478,23.14518635046425,2018-10-04-06-00-20
1.0,113.33566753865236,23.145180779549662,2018-10-04-06-00-20
1.0,113.33516850754565,23.145431603321107,2018-10-04-06-00-20
1.0,113.33566752161393,23.145430680673556,2018-10-04-06-00-20
1.0,113.33591702981032,23.14543022030508,2018-10-04-06-00-20
1.0,113.32493921307086,23.14570082130279,2018-10-04-06-00-20
1.0,113.32843205192995,23.145694161523785,2018-10-04-06-00-20
1.0,113.33317246329392,23.145685218748824,2018-10-04-06-00-20
1.0,113.33392096828496,23.145683821671692,2018-10-04-06-00-20
1.0,113.33566750457528,23.145680581830522,2018-10-04-06-00-20
1.0,113.32893101732134,23.14594311507145,2018-10-04-06-00-20
1.0,113.32918050914441,23.145942641706625,2018-10-04-06-00-20
1.0,113.33042797501874,23.145940279946608,2018-10-04-06-00-20
1.0,113.33466946241896,23.145932330782014,2018-10-04-06-00-20
1.0,113.33017846388081,23.146190652806396,2018-10-04-06-00-20
1.0,113.33516845643514,23.14618130689166,2018-10-04-06-00-20
1.0,113.32893098329674,23.14644291755344,2018-10-04-06-00-20
1.0,113.33466942834869,23.146432133262085,2018-10-04-06-00-20
